V1,V2,V3
aaeR,aaeA,1
aaeR,aaeB,1
aaeR,aaeX,1
accA,accA,-1
accA,accD,-1
accB,accB,-1
accB,accC,-1
accD,accA,-1
accD,accD,-1
acnB,acnB,1
acrR,acrA,-1
acrR,acrB,-1
acrR,acrR,-1
acrR,flhC,-1
acrR,flhD,-1
acrR,marA,-1
acrR,marB,-1
acrR,marR,-1
acrR,mdtI,-1
acrR,mdtJ,-1
acrR,mdtU,-1
acrR,micF,-1
acrR,puuA,-1
acrR,soxR,-1
acrR,soxS,-1
ada,ada,5
ada,aidB,1
ada,alkA,1
ada,alkB,5
adiY,adiA,1
adiY,gadA,1
adiY,gadB,1
adiY,gadC,1
adiY,gadX,1
adiY,gltB,1
adiY,gltD,1
adiY,gltF,1
agaR,agaB,-1
agaR,agaC,-1
agaR,agaD,-1
agaR,agaI,-1
agaR,agaR,-1
agaR,agaS,-1
agaR,agaV,-1
agaR,agaW,-1
agaR,kbaY,-1
agaR,kbaZ,-1
agrB,dinQ,-1
aidB,aidB,-1
alaS,alaS,-1
allR,allA,-1
allR,allB,-1
allR,allS,-1
allR,gcl,-1
allR,glxK,-1
allR,glxR,-1
allR,hyi,-1
allR,ybbW,-1
allR,ybbY,-1
allS,allC,1
allS,allD,1
allS,allE,1
alpA,intA,1
alpA,phoB,-1
alpA,phoR,-1
alsR,alsA,-1
alsR,alsB,-1
alsR,alsC,-1
alsR,alsE,-1
alsR,alsR,-1
alsR,rpiB,-1
ameF,mazE,1
ameF,mazF,1
appY,appA,1
appY,appB,1
appY,appC,1
appY,appX,1
appY,hyaA,1
appY,hyaB,1
appY,hyaC,1
appY,hyaD,1
appY,hyaE,1
appY,hyaF,1
araC,araA,5
araC,araB,5
araC,araC,5
araC,araD,5
araC,araE,1
araC,araF,1
araC,araG,1
araC,araH,1
araC,araJ,1
araC,xylA,-1
araC,xylB,-1
araC,ydeM,-1
araC,ydeN,-1
araC,ygeA,1
araC,yjfF,-1
araC,ytfQ,-1
araC,ytfR,-1
araC,ytfT,-1
arcA,aceA,-1
arcA,aceB,-1
arcA,aceE,-1
arcA,aceF,-1
arcA,aceK,-1
arcA,ackA,1
arcA,acnA,-1
arcA,acnB,-1
arcA,acpP,1
arcA,aldA,-1
arcA,appA,1
arcA,appB,1
arcA,appC,1
arcA,appX,1
arcA,appY,1
arcA,arcA,1
arcA,arcZ,-1
arcA,argR,1
arcA,argT,-1
arcA,betA,-1
arcA,betB,-1
arcA,betI,-1
arcA,betT,-1
arcA,cadA,-1
arcA,cadB,-1
arcA,caiA,1
arcA,caiB,1
arcA,caiC,1
arcA,caiD,1
arcA,caiE,1
arcA,caiT,1
arcA,carA,1
arcA,citC,-1
arcA,citD,-1
arcA,citE,-1
arcA,citF,-1
arcA,citG,-1
arcA,citX,-1
arcA,cycA,-1
arcA,cydA,1
arcA,cydB,1
arcA,cydC,1
arcA,cydD,1
arcA,cyoA,-1
arcA,cyoB,-1
arcA,cyoC,-1
arcA,cyoD,-1
arcA,cyoE,-1
arcA,dctA,-1
arcA,dcuA,1
arcA,dcuB,1
arcA,dcuC,1
arcA,dpiA,1
arcA,dpiB,1
arcA,dppA,1
arcA,dsbB,1
arcA,fadA,-1
arcA,fadB,-1
arcA,fadD,-1
arcA,fadE,-1
arcA,fadH,-1
arcA,fadI,-1
arcA,fadJ,-1
arcA,fadL,-1
arcA,feoA,-1
arcA,fnr,-1
arcA,focA,5
arcA,folE,-1
arcA,fumA,-1
arcA,fumB,1
arcA,fumC,-1
arcA,gadA,1
arcA,gadE,1
arcA,gadF,1
arcA,gadX,1
arcA,gatA,-1
arcA,gatB,-1
arcA,gatC,-1
arcA,gatD,-1
arcA,gatY,-1
arcA,gatZ,-1
arcA,gcvB,1
arcA,glaH,-1
arcA,glcA,-1
arcA,glcB,-1
arcA,glcC,-1
arcA,glcD,-1
arcA,glcE,-1
arcA,glcF,-1
arcA,glcG,-1
arcA,glpA,-1
arcA,glpB,-1
arcA,glpC,-1
arcA,glpD,-1
arcA,glpE,-1
arcA,gltA,-1
arcA,grcA,1
arcA,hemA,1
arcA,hyaA,1
arcA,hyaB,1
arcA,hyaC,1
arcA,hyaD,1
arcA,hyaE,1
arcA,hyaF,1
arcA,hybA,-1
arcA,hybB,-1
arcA,hybC,-1
arcA,hybD,-1
arcA,hybE,-1
arcA,hybF,-1
arcA,hybG,-1
arcA,hybO,-1
arcA,icd,-1
arcA,igaA,1
arcA,iraM,1
arcA,kdpA,-1
arcA,kgtP,-1
arcA,lldD,-1
arcA,lldP,-1
arcA,lldR,-1
arcA,lpd,-1
arcA,manA,1
arcA,mdh,-1
arcA,micF,1
arcA,moeA,1
arcA,moeB,1
arcA,mqo,-1
arcA,msrB,-1
arcA,ndh,-1
arcA,ndk,-1
arcA,nudE,-1
arcA,nuoA,-1
arcA,nuoB,-1
arcA,nuoC,-1
arcA,nuoE,-1
arcA,nuoF,-1
arcA,nuoG,-1
arcA,nuoH,-1
arcA,nuoI,-1
arcA,nuoJ,-1
arcA,nuoK,-1
arcA,nuoL,-1
arcA,nuoM,-1
arcA,nuoN,-1
arcA,nupC,1
arcA,ompW,-1
arcA,oppA,5
arcA,oppB,-1
arcA,oppC,-1
arcA,oppD,-1
arcA,oppF,-1
arcA,osmY,-1
arcA,pepN,-1
arcA,pflB,1
arcA,phoH,-1
arcA,pldA,1
arcA,pncB,1
arcA,pntA,1
arcA,potF,-1
arcA,pqqU,-1
arcA,prfA,1
arcA,prmC,1
arcA,ptsG,-1
arcA,putA,-1
arcA,putP,-1
arcA,puuA,-1
arcA,puuB,-1
arcA,puuC,-1
arcA,puuD,-1
arcA,puuE,-1
arcA,puuP,-1
arcA,puuR,-1
arcA,pyrS,1
arcA,rhaT,-1
arcA,rho,1
arcA,rmf,-1
arcA,rplB,-1
arcA,rplC,-1
arcA,rplD,-1
arcA,rplP,-1
arcA,rplV,-1
arcA,rplW,-1
arcA,rpmC,-1
arcA,rpoS,-1
arcA,rpsC,-1
arcA,rpsJ,-1
arcA,rpsQ,-1
arcA,rpsS,-1
arcA,rsd,-1
arcA,rstA,1
arcA,rutA,1
arcA,rutB,1
arcA,rutC,1
arcA,rutD,1
arcA,rutE,1
arcA,rutF,1
arcA,rutG,1
arcA,sdhA,5
arcA,sdhB,5
arcA,sdhC,5
arcA,sdhD,5
arcA,sdhX,5
arcA,sodA,-1
arcA,ssb,-1
arcA,sstT,1
arcA,sthA,-1
arcA,sucA,5
arcA,sucB,5
arcA,sucC,5
arcA,sucD,5
arcA,thiC,-1
arcA,thrA,-1
arcA,tpx,-1
arcA,treB,1
arcA,treC,1
arcA,ubiA,-1
arcA,ubiC,-1
arcA,uvrA,-1
arcA,xthA,-1
arcA,xylR,1
arcA,ybdN,1
arcA,ybfA,1
arcA,ybiU,-1
arcA,ydeA,-1
arcA,ydgC,-1
arcA,yeiQ,-1
arcA,yejG,-1
arcA,yfiF,1
arcA,yhgE,1
arcA,yhjE,-1
arcA,yieE,-1
arcA,yigI,-1
arcA,yjiR,-1
arcA,ymjE,-1
arcA,ynaJ,-1
arcA,yncE,-1
arcZ,eptB,-1
arcZ,flhC,-1
arcZ,flhD,-1
arcZ,mutS,-1
arcZ,rpoS,1
argP,argO,1
argP,argP,-1
argP,asd,1
argP,dapB,1
argP,dapD,1
argP,dnaA,1
argP,dnaN,1
argP,gdhA,1
argP,lysA,1
argP,lysC,1
argP,lysP,1
argP,nrdA,1
argP,nrdB,1
argP,recF,1
argP,yfaE,1
argR,argA,-1
argR,argB,-1
argR,argC,-1
argR,argD,-1
argR,argE,-1
argR,argF,-1
argR,argG,-1
argR,argH,-1
argR,argI,-1
argR,argR,-1
argR,aroK,-1
argR,aroP,1
argR,artI,-1
argR,artJ,-1
argR,artM,-1
argR,artP,-1
argR,artQ,-1
argR,astA,1
argR,astB,1
argR,astC,1
argR,astD,1
argR,astE,1
argR,carA,-1
argR,carB,-1
argR,cvpA,-1
argR,dacC,-1
argR,dps,-1
argR,eutS,1
argR,ftsZ,-1
argR,gltB,-1
argR,gltD,-1
argR,gltF,-1
argR,gltP,1
argR,hchA,-1
argR,hisJ,-1
argR,hisL,-1
argR,hisM,-1
argR,hisP,-1
argR,hisQ,-1
argR,infB,-1
argR,lrp,-1
argR,lysO,-1
argR,mcaS,-1
argR,metY,-1
argR,mukE,-1
argR,nusA,-1
argR,pfkB,-1
argR,pnp,-1
argR,potF,-1
argR,puuB,1
argR,pyrL,-1
argR,rbfA,-1
argR,rimP,-1
argR,rpsO,-1
argR,stpA,-1
argR,truB,-1
argR,waaA,-1
argR,yaaU,1
argR,ydgI,-1
argR,yfcC,-1
argR,yffB,1
argR,yhcC,-1
argR,ykgA,1
argR,yraQ,1
arrS,cfa,1
arrS,gadE,1
arrS,gadF,1
arsR,arsB,-1
arsR,arsC,-1
arsR,arsR,-1
ascG,ascB,-1
ascG,ascF,-1
ascG,htpG,-1
ascG,prpR,-1
ascG,ybiT,-1
asflhD,flhD,-1
asnC,asnA,1
asnC,asnC,-1
asnC,mioC,-1
asnC,mnmG,-1
atoC,atoA,1
atoC,atoB,1
atoC,atoD,1
atoC,atoE,1
azuR,cadA,-1
azuR,galE,-1
baeR,acrD,1
baeR,baeR,1
baeR,baeS,1
baeR,mdtA,1
baeR,mdtB,1
baeR,mdtC,1
baeR,mdtD,1
baeR,spy,1
baeR,ycaC,1
basR,arnA,1
basR,arnB,1
basR,arnC,1
basR,arnD,1
basR,arnE,1
basR,arnF,1
basR,arnT,1
basR,csgD,1
basR,csgE,1
basR,csgF,1
basR,csgG,1
basR,cspI,1
basR,dgkA,1
basR,emrD,1
basR,eptA,1
basR,fimB,1
basR,glpA,1
basR,glpB,1
basR,glpC,1
basR,hha,1
basR,putA,-1
basR,qseB,1
basR,qseC,1
basR,tomB,1
basR,waaH,1
basR,yrbL,-1
betI,betA,-1
betI,betB,-1
betI,betI,-1
betI,betT,-1
bglG,bglB,1
bglG,bglF,1
bglG,bglG,1
bglJ,bglB,1
bglJ,bglF,1
bglJ,bglG,1
bglJ,leuO,1
bglJ,sfsB,1
bglJ,yecT,1
bglJ,yehF,1
bglJ,ygiZ,1
bglJ,yidL,1
bglJ,ynbA,1
bglJ,ynbB,1
bglJ,ynbC,1
bglJ,ynbD,1
bglJ,ynjI,1
bglJ,yqhG,1
birA,bioA,-1
birA,bioB,-1
birA,bioC,-1
birA,bioD,-1
birA,bioF,-1
bluR,ariR,-1
bluR,ycgZ,-1
bluR,ymgA,-1
bluR,ymgC,-1
bolA,ampC,5
bolA,csgA,1
bolA,csgD,1
bolA,csgE,1
bolA,csgF,1
bolA,csgG,1
bolA,dacC,5
bolA,fimH,1
bolA,mreB,-1
bolA,mreC,-1
bolA,mreD,-1
btsR,aceE,-1
btsR,aceF,-1
btsR,btsT,1
btsR,csgA,-1
btsR,csgB,-1
btsR,csgC,-1
btsR,csgD,-1
btsR,csgE,-1
btsR,csgF,-1
btsR,csgG,-1
btsR,cspC,-1
btsR,lpd,-1
btsR,mdh,-1
btsR,pdhR,-1
btsR,yobF,-1
C0293,fadR,-1
C0293,hcaR,-1
cadC,cadA,1
cadC,cadB,1
cadC,cadC,1
caiF,caiA,1
caiF,caiB,1
caiF,caiC,1
caiF,caiD,1
caiF,caiE,1
caiF,caiT,1
caiF,fixA,1
caiF,fixB,1
caiF,fixC,1
caiF,fixX,1
cbl,ssuA,1
cbl,ssuB,1
cbl,ssuC,1
cbl,ssuD,1
cbl,ssuE,1
cbl,tauA,1
cbl,tauB,1
cbl,tauC,1
cbl,tauD,1
cdaR,cdaR,1
cdaR,garD,1
cdaR,garK,1
cdaR,garL,1
cdaR,garP,1
cdaR,garR,1
cdaR,gudD,1
cdaR,gudP,1
cdaR,gudX,1
cdaR,rnpB,1
cecR,cecR,-1
cecR,rhlE,1
cecR,ybhF,-1
cecR,ybhG,-1
cecR,ybhR,-1
cecR,ybhS,-1
chbR,chbA,5
chbR,chbB,5
chbR,chbC,5
chbR,chbF,5
chbR,chbG,5
chbR,chbR,5
chiX,chbC,-1
chiX,chiP,-1
chiX,chiQ,-1
chiX,chiZ,-1
chiX,dpiA,-1
chiX,dpiB,-1
citR,citR,-1
citR,ybdM,-1
citR,ybdN,-1
comR,bhsA,-1
cpxQ,cfa,-1
cpxQ,cpxP,-1
cpxQ,skp,-1
cpxR,acrD,1
cpxR,acs,-1
cpxR,ampH,1
cpxR,appC,-1
cpxR,aroG,1
cpxR,ascF,-1
cpxR,astC,-1
cpxR,atpB,1
cpxR,atpI,1
cpxR,bacA,1
cpxR,baeR,1
cpxR,baeS,1
cpxR,bamE,-1
cpxR,btsT,-1
cpxR,carA,1
cpxR,carB,1
cpxR,casA,1
cpxR,cbl,-1
cpxR,chaA,1
cpxR,chaB,-1
cpxR,cheA,-1
cpxR,cheW,-1
cpxR,cpxA,1
cpxR,cpxP,1
cpxR,cpxQ,1
cpxR,cpxR,1
cpxR,csgA,-1
cpxR,csgB,-1
cpxR,csgC,-1
cpxR,csgD,-1
cpxR,csgE,-1
cpxR,csgF,-1
cpxR,csgG,-1
cpxR,cspA,1
cpxR,cyaR,-1
cpxR,degP,1
cpxR,dgcZ,1
cpxR,dgt,1
cpxR,dsbA,1
cpxR,dsbC,1
cpxR,dsbG,1
cpxR,eamA,-1
cpxR,edd,1
cpxR,epmB,1
cpxR,ettA,1
cpxR,exbB,1
cpxR,fabZ,1
cpxR,fadE,-1
cpxR,fadI,-1
cpxR,fdnG,1
cpxR,feaR,-1
cpxR,fimB,-1
cpxR,focA,1
cpxR,frc,1
cpxR,frmB,-1
cpxR,ftnB,1
cpxR,galP,-1
cpxR,glsA,-1
cpxR,gmhA,-1
cpxR,gpmM,1
cpxR,gstA,1
cpxR,hcp,1
cpxR,hha,1
cpxR,inaA,1
cpxR,kbp,1
cpxR,ldtC,1
cpxR,ldtD,1
cpxR,lpxA,1
cpxR,lpxD,1
cpxR,marA,1
cpxR,marB,1
cpxR,marR,1
cpxR,matA,-1
cpxR,mdtA,1
cpxR,mdtB,1
cpxR,mdtC,1
cpxR,mdtD,1
cpxR,metC,1
cpxR,motA,-1
cpxR,motB,-1
cpxR,motR,-1
cpxR,mscM,-1
cpxR,mtn,1
cpxR,mzrA,1
cpxR,nuoA,-1
cpxR,ompC,1
cpxR,ompF,-1
cpxR,pdeB,-1
cpxR,pflB,1
cpxR,plsB,-1
cpxR,ppiA,1
cpxR,ppiD,1
cpxR,psd,-1
cpxR,qmcA,-1
cpxR,rpoE,-1
cpxR,rpoH,1
cpxR,rprA,1
cpxR,rseA,-1
cpxR,rseB,-1
cpxR,rseC,-1
cpxR,rseD,-1
cpxR,sbmA,1
cpxR,sdhC,-1
cpxR,shoB,-1
cpxR,skp,1
cpxR,slt,1
cpxR,spy,1
cpxR,srkA,1
cpxR,tomB,1
cpxR,tsr,-1
cpxR,ung,-1
cpxR,xylE,-1
cpxR,yacH,1
cpxR,yaiW,1
cpxR,yccA,1
cpxR,yddG,1
cpxR,ydeE,-1
cpxR,yebE,1
cpxR,ygjR,1
cpxR,yhdJ,-1
cpxR,yibN,1
cpxR,yidQ,1
cpxR,yjfN,1
cpxR,yncE,1
cpxR,yqaE,1
cpxR,yqjA,1
cra,aceA,1
cra,aceB,1
cra,aceE,-1
cra,aceF,-1
cra,aceK,1
cra,acnA,1
cra,acnB,-1
cra,adhE,-1
cra,aroP,1
cra,betA,1
cra,betB,1
cra,betI,1
cra,betT,1
cra,crp,1
cra,crr,5
cra,csgD,1
cra,csgE,1
cra,csgF,1
cra,csgG,1
cra,cydA,1
cra,cydB,1
cra,cyoA,-1
cra,cyoB,-1
cra,cyoC,-1
cra,cyoD,-1
cra,cyoE,-1
cra,cysG,-1
cra,eda,-1
cra,edd,-1
cra,eno,-1
cra,envC,-1
cra,epd,-1
cra,fbaA,-1
cra,fbaB,-1
cra,fruA,-1
cra,fruB,-1
cra,fruK,-1
cra,gapA,-1
cra,glcC,-1
cra,glk,-1
cra,gpmM,-1
cra,hypF,-1
cra,icd,1
cra,lpd,-1
cra,manX,-1
cra,manY,-1
cra,manZ,-1
cra,marA,-1
cra,marB,-1
cra,marR,-1
cra,mpl,-1
cra,mtlA,-1
cra,mtlD,-1
cra,mtlR,-1
cra,nirB,-1
cra,nirC,-1
cra,nirD,-1
cra,pck,1
cra,pdeL,-1
cra,pdhR,-1
cra,pfkA,-1
cra,pgk,-1
cra,poxB,1
cra,ppc,-1
cra,ppsA,1
cra,prpB,-1
cra,prpC,-1
cra,prpD,-1
cra,prpE,-1
cra,ptsH,5
cra,ptsI,5
cra,pykF,-1
cra,setA,-1
cra,sgrS,-1
cra,sgrT,-1
cra,tpiA,-1
cra,yeaD,-1
cra,yibQ,-1
cra,zwf,-1
creB,ackA,1
creB,cbrA,1
creB,cbrB,1
creB,cpdA,1
creB,creD,1
creB,malE,-1
creB,malF,-1
creB,malG,-1
creB,malH,-1
creB,nudF,1
creB,parE,1
creB,pta,1
creB,recG,1
creB,talA,1
creB,yqiA,1
creB,yqiB,1
crp,aaeA,1
crp,aaeB,1
crp,aaeR,-1
crp,aaeX,1
crp,abgR,1
crp,aceA,-1
crp,aceB,-1
crp,aceE,1
crp,aceF,1
crp,aceK,-1
crp,acnA,1
crp,acnB,1
crp,acs,1
crp,actP,1
crp,aegA,-1
crp,aer,1
crp,agaV,1
crp,agaW,1
crp,agp,1
crp,aldA,1
crp,aldB,1
crp,ampD,-1
crp,ampE,-1
crp,ansB,1
crp,araA,1
crp,araB,1
crp,araC,1
crp,araD,1
crp,araE,1
crp,araF,1
crp,araG,1
crp,araH,1
crp,araJ,5
crp,arfB,-1
crp,argG,1
crp,aroA,-1
crp,ascB,1
crp,ascF,1
crp,aspA,1
crp,azuC,-1
crp,azuR,-1
crp,bglB,1
crp,bglF,1
crp,bglG,1
crp,bhsA,-1
crp,bidA,1
crp,btsT,1
crp,caiA,1
crp,caiB,1
crp,caiC,1
crp,caiD,1
crp,caiE,1
crp,caiF,1
crp,caiT,1
crp,cas1,-1
crp,cas2,-1
crp,cas3,1
crp,casA,-1
crp,casB,-1
crp,casC,-1
crp,casD,-1
crp,casE,-1
crp,cdd,5
crp,chbA,1
crp,chbB,1
crp,chbC,1
crp,chbF,1
crp,chbG,1
crp,chbR,1
crp,chiP,1
crp,chiQ,1
crp,chiZ,1
crp,cirA,1
crp,citC,-1
crp,citD,-1
crp,citE,-1
crp,citF,-1
crp,citG,-1
crp,citX,-1
crp,comR,-1
crp,cpdB,1
crp,crp,5
crp,crr,5
crp,csgD,1
crp,csgE,1
crp,csgF,1
crp,csgG,1
crp,csiE,1
crp,cspD,1
crp,cspE,1
crp,csqR,5
crp,csrC,-1
crp,cstA,1
crp,cyaA,-1
crp,cyaR,1
crp,cycA,1
crp,cyoA,1
crp,cyoB,1
crp,cyoC,1
crp,cyoD,1
crp,cyoE,1
crp,cysG,-1
crp,cytR,5
crp,dadA,5
crp,dadX,5
crp,dctA,1
crp,dcuA,1
crp,dcuB,1
crp,dcuR,1
crp,deoA,5
crp,deoB,5
crp,deoC,5
crp,deoD,5
crp,dgoA,1
crp,dgoD,1
crp,dgoK,1
crp,dgoR,1
crp,dgoT,1
crp,dksA,1
crp,dpiA,-1
crp,dpiB,-1
crp,dsdA,1
crp,dsdX,1
crp,dusB,5
crp,ebgA,1
crp,ebgC,1
crp,entA,1
crp,entB,1
crp,entC,1
crp,entD,1
crp,entE,1
crp,entH,1
crp,envZ,5
crp,epd,1
crp,exuR,-1
crp,exuT,1
crp,fadD,1
crp,fadH,1
crp,fadL,1
crp,fbaA,1
crp,feaB,1
crp,feaR,1
crp,fecA,1
crp,fecB,1
crp,fecC,1
crp,fecD,1
crp,fecE,1
crp,fepA,1
crp,fis,5
crp,fiu,1
crp,fixA,1
crp,fixB,1
crp,fixC,1
crp,fixX,1
crp,flhC,1
crp,flhD,1
crp,focA,1
crp,focB,1
crp,frlA,1
crp,frlB,1
crp,frlC,1
crp,frlD,1
crp,frlR,1
crp,fucA,1
crp,fucI,1
crp,fucK,1
crp,fucO,1
crp,fucP,1
crp,fucR,1
crp,fucU,1
crp,fumA,1
crp,fumB,1
crp,fumC,5
crp,fumC,5
crp,fur,1
crp,gabD,1
crp,gabP,1
crp,gabT,1
crp,gadA,-1
crp,gadB,-1
crp,gadC,-1
crp,gadE,-1
crp,gadF,-1
crp,gadX,-1
crp,galE,5
crp,galK,5
crp,galM,5
crp,galP,1
crp,galS,1
crp,galT,5
crp,gapA,1
crp,gatA,1
crp,gatB,1
crp,gatC,1
crp,gatD,1
crp,gatY,1
crp,gatZ,1
crp,gcd,-1
crp,gcvH,1
crp,gcvP,1
crp,gcvT,1
crp,gdhA,-1
crp,glaH,1
crp,glcC,1
crp,glgA,1
crp,glgC,1
crp,glgP,1
crp,glgS,1
crp,glnA,5
crp,glnG,5
crp,glnL,5
crp,glnZ,5
crp,glpA,1
crp,glpB,1
crp,glpC,1
crp,glpD,1
crp,glpE,1
crp,glpF,1
crp,glpG,1
crp,glpK,1
crp,glpQ,1
crp,glpR,1
crp,glpT,1
crp,glpX,1
crp,gltA,1
crp,gltB,-1
crp,gltD,-1
crp,gltF,-1
crp,gntK,1
crp,gntP,1
crp,gntT,1
crp,gntU,1
crp,gpsA,1
crp,grcA,1
crp,grpE,1
crp,guaA,1
crp,guaB,1
crp,gutM,1
crp,gutQ,1
crp,gyrA,1
crp,hflC,-1
crp,hflK,-1
crp,hflX,-1
crp,hfq,-1
crp,hicA,1
crp,hicB,1
crp,hlyE,1
crp,hofB,1
crp,hofC,1
crp,hofM,1
crp,hofN,1
crp,hofO,1
crp,hofP,1
crp,hpt,1
crp,hupA,1
crp,hupB,1
crp,hyfA,1
crp,hyfB,1
crp,hyfC,1
crp,hyfD,1
crp,hyfE,1
crp,hyfF,1
crp,hyfG,1
crp,hyfH,1
crp,hyfI,1
crp,hyfJ,1
crp,hyfR,1
crp,idnD,1
crp,idnK,1
crp,idnO,1
crp,idnR,1
crp,idnT,1
crp,ilvB,1
crp,ilvN,1
crp,infB,-1
crp,ivbL,1
crp,kbaZ,1
crp,lacA,5
crp,lacI,1
crp,lacY,5
crp,lacZ,5
crp,lamB,1
crp,ldtB,5
crp,lgoD,1
crp,lgoR,1
crp,lhgD,1
crp,lpd,5
crp,lsrA,1
crp,lsrB,1
crp,lsrC,1
crp,lsrD,1
crp,lsrF,1
crp,lsrG,1
crp,lsrK,1
crp,lsrR,1
crp,lyxK,5
crp,lyxK,5
crp,malE,1
crp,malF,1
crp,malG,1
crp,malH,1
crp,malI,5
crp,malK,1
crp,malM,1
crp,malS,1
crp,malT,1
crp,malX,1
crp,malY,1
crp,manA,5
crp,manX,1
crp,manY,1
crp,manZ,1
crp,marA,1
crp,marB,1
crp,marR,1
crp,mazE,1
crp,mazF,1
crp,mcaS,1
crp,mdh,1
crp,mdtE,-1
crp,mdtF,-1
crp,melA,1
crp,melB,1
crp,melR,1
crp,metK,-1
crp,metY,-1
crp,mglA,1
crp,mglB,1
crp,mglC,1
crp,mhpA,1
crp,mhpB,1
crp,mhpC,1
crp,mhpD,1
crp,mhpE,1
crp,mhpF,1
crp,mhpR,1
crp,mlc,5
crp,modA,1
crp,modB,1
crp,modC,1
crp,mokB,1
crp,mpl,1
crp,mtlA,1
crp,mtlD,1
crp,mtlR,1
crp,murP,1
crp,murQ,1
crp,nadC,1
crp,nagA,5
crp,nagB,5
crp,nagC,5
crp,nagE,5
crp,nanA,1
crp,nanC,1
crp,nanE,1
crp,nanK,1
crp,nanM,1
crp,nanQ,1
crp,nanS,1
crp,nanT,1
crp,narQ,-1
crp,nfuA,1
crp,nirB,-1
crp,nirC,-1
crp,nirD,-1
crp,nlpE,-1
crp,nrdA,1
crp,nrdB,1
crp,nupC,1
crp,nupG,5
crp,nusA,-1
crp,ompA,1
crp,ompF,1
crp,ompR,5
crp,ompW,-1
crp,ortT,-1
crp,osmY,-1
crp,oxyR,1
crp,paaA,1
crp,paaB,1
crp,paaC,1
crp,paaD,1
crp,paaE,1
crp,paaF,1
crp,paaG,1
crp,paaH,1
crp,paaI,1
crp,paaJ,1
crp,paaK,1
crp,paaZ,1
crp,patZ,1
crp,pck,5
crp,pdhR,1
crp,pflB,1
crp,pgk,1
crp,plaR,-1
crp,pncB,-1
crp,pnp,-1
crp,ppdD,1
crp,ppiA,5
crp,preA,1
crp,preT,1
crp,priB,1
crp,proP,5
crp,prpB,1
crp,prpC,1
crp,prpD,1
crp,prpE,1
crp,prpR,1
crp,psiE,-1
crp,psuG,1
crp,psuK,1
crp,ptsG,1
crp,ptsH,5
crp,ptsI,5
crp,putP,-1
crp,puuB,-1
crp,puuC,-1
crp,puuD,-1
crp,puuE,-1
crp,puuR,-1
crp,raiA,1
crp,raiZ,1
crp,rbfA,-1
crp,rbsA,1
crp,rbsB,1
crp,rbsC,1
crp,rbsD,1
crp,rbsK,1
crp,rbsR,1
crp,relA,1
crp,rhaA,1
crp,rhaB,1
crp,rhaD,1
crp,rhaR,1
crp,rhaS,1
crp,rhaT,1
crp,rihA,1
crp,rimP,-1
crp,rmf,1
crp,rof,-1
crp,rplI,1
crp,rplM,-1
crp,rpoE,1
crp,rpoH,5
crp,rpoS,-1
crp,rpsF,1
crp,rpsI,-1
crp,rpsO,-1
crp,rpsR,1
crp,rseA,1
crp,rseB,1
crp,rseC,1
crp,rseD,1
crp,rspA,1
crp,rspB,1
crp,sbmC,1
crp,sdhA,1
crp,sdhB,1
crp,sdhC,1
crp,sdhD,1
crp,sdhX,1
crp,secB,1
crp,serA,1
crp,serC,-1
crp,sfsA,1
crp,sgbE,5
crp,sgbE,5
crp,sgbH,5
crp,sgbH,5
crp,sgbU,5
crp,sgbU,5
crp,sgcA,1
crp,sgcB,1
crp,sgcC,1
crp,sgcE,1
crp,sgcQ,1
crp,sgcR,1
crp,sgcX,1
crp,sodA,1
crp,sodB,-1
crp,sohB,-1
crp,speC,-1
crp,spf,-1
crp,srlA,1
crp,srlB,1
crp,srlD,1
crp,srlE,1
crp,srlR,1
crp,sucA,1
crp,sucB,1
crp,sucC,1
crp,sucD,1
crp,sxy,1
crp,tam,1
crp,tdcA,1
crp,tdcB,1
crp,tdcC,1
crp,tdcD,1
crp,tdcE,1
crp,tdcF,1
crp,tdcG,1
crp,tnaA,1
crp,tnaB,1
crp,tnaC,1
crp,treB,1
crp,treC,1
crp,trg,1
crp,truB,-1
crp,trxA,-1
crp,tsx,5
crp,ubiG,1
crp,udp,5
crp,ugpA,1
crp,ugpB,1
crp,ugpC,1
crp,ugpE,1
crp,ugpQ,1
crp,uhpT,1
crp,uidA,1
crp,uidB,1
crp,uidC,1
crp,ulaA,1
crp,ulaB,1
crp,ulaC,1
crp,ulaD,1
crp,ulaE,1
crp,ulaF,1
crp,umpH,5
crp,uxaA,1
crp,uxaB,1
crp,uxaC,1
crp,uxuA,1
crp,uxuB,1
crp,uxuR,1
crp,xseA,-1
crp,xylA,1
crp,xylB,1
crp,xylE,1
crp,xylF,1
crp,xylG,1
crp,xylH,1
crp,xylR,1
crp,yaeP,-1
crp,yaeQ,-1
crp,yahN,1
crp,ybiT,5
crp,ycdZ,5
crp,ychH,1
crp,yeiP,1
crp,yeiW,1
crp,yfaE,1
crp,ygcW,1
crp,ygeA,1
crp,ygeW,1
crp,yhfA,5
crp,yhgH,1
crp,yiaK,5
crp,yiaK,5
crp,yiaL,5
crp,yiaL,5
crp,yiaM,5
crp,yiaM,5
crp,yiaN,5
crp,yiaN,5
crp,yiaO,5
crp,yiaO,5
crp,yjcH,1
crp,yjhG,1
crp,yjhH,1
crp,yjhI,1
crp,ykgR,1
crp,yqeF,1
crp,ytfK,1
crp,zraR,1
crp,zraS,1
csgD,csgA,1
csgD,csgB,1
csgD,csgC,1
