"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg","NP_X"
"177","fliF",1,0,0.0289855072463768,0,0,0.202898550724638,0.0579710144927536,0,0,0.0289855072463768,0.666666666666666,0.0144927536231884,0
"178","fliG",1,0,0.0289855072463768,0,0,0.202898550724638,0.0579710144927536,0,0,0.0289855072463768,0.666666666666666,0.0144927536231884,0
"179","fliI",1,0,0.0289855072463768,0,0,0.202898550724638,0.0579710144927536,0,0,0.0289855072463768,0.666666666666666,0.0144927536231884,0
"180","fliJ",1,0,0.0289855072463768,0,0,0.202898550724638,0.0579710144927536,0,0,0.0289855072463768,0.666666666666666,0.0144927536231884,0
"181","fliK",1,0,0.0289855072463768,0,0,0.202898550724638,0.0579710144927536,0,0,0.0289855072463768,0.666666666666666,0.0144927536231884,0
"182","fliL",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"183","fliM",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"184","fliN",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"185","fliO",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"186","fliS",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"187","fliT",1,0,0.0625,0,0,0.4375,0,0,0,0,0.5,0,0
"188","galM",1,0,0,0,0,0,0,0,0,0.0833333333333333,0.916666666666667,0,0
"189","groL",1,0,0,0,0,0,0,0,0,0,1,0,0
"190","groS",1,0,0,0,0,0,0,0,0,0,1,0,0
"191","hslU",0,1,0,0,0,0,0,0,0,0,0,0,0
"192","hslV",0,1,0,0,0,0,0,0,0,0,0,0,0
"193","osmB",1,0,0,0,0,0,0,0,0,0,1,0,0
"194","potD",0,1,0,0,0,0,0,0,0,0,0,0,0
"195","pyrL",0,1,0,0,0,0,0,0,0,0,0,0,0
"196","motA",1,0,0,0,0,0,0,0,0,0,1,0,0
"197","nlpA",1,0,0,0,0,0,0,0,0,0,1,0,0
"198","rbsD",1,0,0,0,0,0,0,0,0,0,1,0,0
"199","sucD",1,0,0,0,0,0,0,0,0,0,0.93103448275862,0.0689655172413793,0
"200","yagU",0,1,0,0,0,0,0,0,0,0,0,0,0
"201","ybfA",0,1,0,0,0,0,0,0,0,0,0,0,0
"202","ydgD",0,1,0,0,0,0,0,0,0,0,0,0,0
"203","yejG",0,1,0,0,0,0,0,0,0,0,0,0,0
"204","yccA",0,1,0,0,0,0,0,0,0,0,0,0,0
"205","ygdR",0,1,0,0,0,0,0,0,0,0,0,0,0
"206","ygdQ",0,1,0,0,0,0,0,0,0,0,0,0,0
"207","yhcN",0,1,0,0,0,0,0,0,0,0,0,0,0
"208","yigI",0,1,0,0,0,0,0,0,0,0,0,0,0
"209","ylaC",0,1,0,0,0,0,0,0,0,0,0,0,0
"210","yraQ",0,1,0,0,0,0,0,0,0,0,0,0,0
"211","yhiI",0,1,0,0,0,0,0,0,0,0,0,0,0
"212","yjiX",0,1,0,0,0,0,0,0,0,0,0,0,0
