"","V1","FBL_number","No_FBL","FBL"
"1413","holA",0,0,1
"1414","elaA",0,0,1
"1415","livG",0,0,1
"1419","bolA",0,0,1
"1423","prc",0,0,1
"1431","holB",0,0,1
"1432","nrdB",0,0,1
"1435","ydfK",0,0,1
"1442","sodC",0,0,1
"1443","ecnB",0,0,1
"1444","yeaO",0,0,1
"1449","yfcG",0,0,1
"1454","pyrI",0,0,1
"1462","ldhA",0,0,1
"1465","ytjA",0,0,1
"1467","rbfA",0,0,1
"1471","ynfN",0,0,1
"1474","iclR",0,0,1
"1475","flgA",0,0,1
"1476","proW",0,0,1
"1477","flhB",0,0,1
"1478","csdA",0,0,1
"1483","aspS",0,0,1
"1485","otsA",0,0,1
"1489","hscB",0,0,1
"1497","rpoD",303,0,1
"1513","nupC",0,0,1
"1519","pspE",0,0,1
"1531","yobD",0,0,1
"1533","narP",0,0,1
"1536","valS",0,0,1
"1548","katE",0,0,1
"1549","ibpA",0,0,1
"1552","ydgK",0,0,1
"1562","accB",0,0,1
"1564","rdgC",0,0,1
"1568","nrdA",0,0,1
"1570","evgA",7,0,1
"1580","trxC",0,0,1
"1581","purE",0,0,1
"1583","ibpB",0,0,1
"1585","ucpA",0,0,1
"1587","fhuA",0,0,1
"1590","sbmC",0,0,1
"1615","exuR",1,0,1
"1619","lexA",1,0,1
"1626","pfkB",0,0,1
"1628","bfr",0,0,1
"1631","ybaY",0,0,1
"1637","ybaQ",0,0,1
"1639","dcrB",0,0,1
"1648","ssuC",0,0,1
"1649","ssuA",0,0,1
"1652","degP",0,0,1
"1654","metB",0,0,1
"1661","cysI",0,0,1
"1669","cpxP",0,0,1
"1676","gnsB",0,0,1
"1677","accC",0,0,1
"1680","yegP",0,0,1
"1682","allB",0,0,1
"1684","cspE",0,0,1
"1688","carB",0,0,1
"1692","cysP",0,0,1
"1694","yfeR",0,0,1
"1702","yghA",0,0,1
"1706","yrbL",0,0,1
"1708","asnB",0,0,1
"1709","ssnA",0,0,1
"1716","ybcM",0,0,1
"1717","yqjK",0,0,1
"1719","artJ",0,0,1
"1720","yqcA",0,0,1
"1722","frmB",0,0,1
"1724","argD",0,0,1
"1725","lpxC",0,0,1
"1728","uidA",0,0,1
"1729","ompA",0,0,1
"1730","ydgC",0,0,1
"1732","ymgD",0,0,1
"1734","ychN",0,0,1
"1742","dgkA",0,0,1
"1743","ybjQ",0,0,1
"1745","soxR",2,0,1
"1748","yddM",0,0,1
"1754","sbp",0,0,1
"1755","ytfH",0,0,1
"1766","ugd",0,0,1
"1769","iscS",0,0,1
"1774","ygiN",0,0,1
"1779","nanA",0,0,1
"1781","yciW",0,0,1
"1784","nagE",0,0,1
