"","Coherent","Incoherent","No_loop","Loop"
"631",0,0,1,0
"632",0,0,1,0
"633",0.389830508474576,0.610169491525424,0,1
"634",0,0,1,0
"635",1,0,0,1
"636",0,0,1,0
"637",0.206349206349206,0.793650793650793,0,1
"638",0,0,1,0
"639",0,1,0,1
"640",0,0,1,0
"641",0,1,0,1
"642",0,0,1,0
"643",0,0,1,0
"644",0,0,1,0
"645",0,0,1,0
"646",0,0,1,0
"647",0.487804878048781,0.51219512195122,0,1
"648",1,0,0,1
"649",0.636363636363636,0.363636363636364,0,1
"650",1,0,0,1
"651",0,0,1,0
"652",0,0,1,0
"653",0,0,1,0
"654",0,0,1,0
"655",0,0,1,0
"656",0,0,1,0
"657",0.870967741935483,0.129032258064516,0,1
"658",0,0,1,0
"659",0.2,0.8,0,1
"660",0,0,1,0
"661",0,0,1,0
"662",0,0,1,0
"663",1,0,0,1
"664",1,0,0,1
"665",0,0,1,0
"666",0,0,1,0
"667",0,0,1,0
"668",0,0,1,0
"669",0,0,1,0
"670",0,1,0,1
"671",0,0,1,0
"672",0,0,1,0
"673",0,0,1,0
"674",0,0,1,0
"675",0,0,1,0
"676",0,0,1,0
"677",1,0,0,1
"678",0,0,1,0
"679",0,0,1,0
"680",0,0,1,0
"681",0.496551724137932,0.50344827586207,0,1
"682",0,0,1,0
"683",0,0,1,0
"684",0,0,1,0
"685",0.12,0.88,0,1
"686",0,0,1,0
"687",0.413793103448276,0.586206896551724,0,1
"688",0,0,1,0
"689",0,0,1,0
"690",0,0,1,0
"691",0,0,1,0
"692",0,0,1,0
"693",0,0,1,0
"694",0,0,1,0
"695",0.125,0.875,0,1
"696",0,0,1,0
"697",0,0,1,0
"698",0.166666666666667,0.833333333333334,0,1
"699",0,0,1,0
"700",0.88181818181818,0.118181818181818,0,1
"701",1,0,0,1
"702",0,0,1,0
"703",0,0,1,0
"704",0,0,1,0
"705",0,0,1,0
"706",0,0,1,0
"707",0,0,1,0
"708",1,0,0,1
"709",0,1,0,1
"710",0,0,1,0
"711",0,1,0,1
"712",0,1,0,1
"713",0,0,1,0
"714",0,1,0,1
