"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"62","dnaB",0,1,0,0,0,0,0,0,0,0,0
"63","deoC",1,0,0,0.5,0,0,0,0,0.5,0,0
"64","era",0,1,0,0,0,0,0,0,0,0,0
"65","rplL",1,0,0,0,0,0,1,0,0,0,0
"66","plsX",0,1,0,0,0,0,0,0,0,0,0
"67","lyxK",1,0,0,0.3,0.2,0,0,0.4,0.1,0,0
"68","yceD",0,1,0,0,0,0,0,0,0,0,0
"69","glmU",0,1,0,0,0,0,0,0,0,0,0
"70","nadR",0,1,0,0,0,0,0,0,0,0,0
"71","rep",0,1,0,0,0,0,0,0,0,0,0
"72","rplJ",1,0,0,0,0,0,1,0,0,0,0
"73","speD",0,1,0,0,0,0,0,0,0,0,0
"74","yiaK",1,0,0,0.3,0.2,0,0,0.4,0.1,0,0
"75","ispF",0,1,0,0,0,0,0,0,0,0,0
"76","glpD",1,0,0,0.25,0,0,0,0,0.75,0,0
"77","pabB",0,1,0,0,0,0,0,0,0,0,0
"78","gudP",0,1,0,0,0,0,0,0,0,0,0
"79","malI",0,1,0,0,0,0,0,0,0,0,0
"80","fepA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"81","hslO",0,1,0,0,0,0,0,0,0,0,0
"82","serB",0,1,0,0,0,0,0,0,0,0,0
"83","trmD",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"84","yhiN",0,1,0,0,0,0,0,0,0,0,0
"85","rpsN",1,0,0,0,0,0,1,0,0,0,0
"86","rpmB",0,1,0,0,0,0,0,0,0,0,0
"87","rplN",1,0,0,0,0,0,1,0,0,0,0
"88","mreD",1,0,0,0,0,0,0,0,1,0,0
"89","pntA",1,0,0,0.5,0,0.25,0,0,0.25,0,0
"90","rbsB",1,0,0,0.2,0,0,0.2,0,0.6,0,0
"91","sgbU",1,0,0,0.3,0.2,0,0,0.4,0.1,0,0
"92","tyrS",0,1,0,0,0,0,0,0,0,0,0
"93","ybfA",0,1,0,0,0,0,0,0,0,0,0
"94","modF",0,1,0,0,0,0,0,0,0,0,0
"95","wzzB",0,1,0,0,0,0,0,0,0,0,0
"96","coaE",0,1,0,0,0,0,0,0,0,0,0
"97","inaA",1,0,0,0.666666666666667,0,0,0,0.222222222222222,0.111111111111111,0,0
"98","rpmH",0,1,0,0,0,0,0,0,0,0,0
"99","cytR",0,1,0,0,0,0,0,0,0,0,0
"100","yhjR",1,0,0,1,0,0,0,0,0,0,0
"101","maa",0,1,0,0,0,0,0,0,0,0,0
"102","potA",0,1,0,0,0,0,0,0,0,0,0
"103","deaD",1,0,0,0,0,0,0,0,1,0,0
"104","argS",1,0,0,0,0,0,0,0,1,0,0
"105","rplE",1,0,0,0,0,0,1,0,0,0,0
"106","pyrE",0,1,0,0,0,0,0,0,0,0,0
"107","sgbE",1,0,0,0.3,0.2,0,0,0.4,0.1,0,0
"108","rpsS",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"109","aroL",1,0,0,0,0,0,0,0,1,0,0
"110","ptsI",1,0,0,0.4,0,0,0,0,0.6,0,0
"111","rph",0,1,0,0,0,0,0,0,0,0,0
"112","bax",0,1,0,0,0,0,0,0,0,0,0
"113","rplS",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"114","speB",1,0,0,0.5,0,0,0,0,0.5,0,0
"115","cobT",0,1,0,0,0,0,0,0,0,0,0
"116","tgt",0,1,0,0,0,0,0,0,0,0,0
"117","stpA",1,0,0,0.2,0,0.4,0,0,0.4,0,0
"118","copA",1,0,0,0,0,0,0,0,1,0,0
"119","pitA",0,1,0,0,0,0,0,0,0,0,0
"120","proQ",0,1,0,0,0,0,0,0,0,0,0
"121","thiI",0,1,0,0,0,0,0,0,0,0,0
"122","guaB",1,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5,0,0
"123","tdcG",1,0,0,0.777777777777778,0,0,0,0.222222222222222,0,0,0
"124","upp",1,0,0,0.5,0,0,0,0,0.5,0,0
"125","cueO",0,1,0,0,0,0,0,0,0,0,0
"126","rplA",0,1,0,0,0,0,0,0,0,0,0
"127","gltX",1,0,0,0,0,0,0,0,1,0,0
"128","rpsA",1,0,0,0,0,0.5,0,0,0.5,0,0
"129","lamB",1,0,0,1,0,0,0,0,0,0,0
"130","rluA",0,1,0,0,0,0,0,0,0,0,0
"131","rpsO",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"132","pcnB",1,0,0,0.25,0,0.25,0,0,0.25,0.25,0
"133","fabI",0,1,0,0,0,0,0,0,0,0,0
"134","ldrA",0,1,0,0,0,0,0,0,0,0,0
"135","hokD",1,0,0,0,0,0,0.5,0,0.5,0,0
"136","rhlE",0,1,0,0,0,0,0,0,0,0,0
"137","yhbE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"138","rplM",1,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0
"139","rplD",1,0,0,0.2,0,0.4,0,0,0.4,0,0
"140","fecA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"141","lysP",0,1,0,0,0,0,0,0,0,0,0
"142","rplF",1,0,0,0,0,0,1,0,0,0,0
"143","yidC",0,1,0,0,0,0,0,0,0,0,0
"144","pdxY",0,1,0,0,0,0,0,0,0,0,0
"145","recO",0,1,0,0,0,0,0,0,0,0,0
"146","wecB",1,0,0,0,0,0,0.5,0,0.5,0,0
"147","rpsD",1,0,0,0,0,0.5,0,0,0.5,0,0
"148","rpsI",1,0,0.125,0,0,0,0.75,0,0.125,0,0
"149","secA",0,1,0,0,0,0,0,0,0,0,0
"150","rpoA",1,0,0,0,0,0.5,0,0,0.5,0,0
"151","dbpA",0,1,0,0,0,0,0,0,0,0,0
"152","yihQ",0,1,0,0,0,0,0,0,0,0,0
"153","rplO",1,0,0,0,0,0,1,0,0,0,0
"154","rplP",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"155","hsdM",0,1,0,0,0,0,0,0,0,0,0
"156","gutQ",1,0,0,0.5,0,0.1,0,0,0.4,0,0
"157","hokB",0,1,0,0,0,0,0,0,0,0,0
"158","rimM",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"159","rplV",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"160","rpmF",0,1,0,0,0,0,0,0,0,0,0
"161","dnaA",1,0,0,0,0,0,0,0,1,0,0
"162","cmk",0,1,0,0,0,0,0,0,0,0,0
"163","rplW",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"164","aroE",0,1,0,0,0,0,0,0,0,0,0
"165","yqgB",0,1,0,0,0,0,0,0,0,0,0
"166","tilS",0,1,0,0,0,0,0,0,0,0,0
"167","yebO",0,1,0,0,0,0,0,0,0,0,0
"168","yihL",0,1,0,0,0,0,0,0,0,0,0
"169","rnpA",0,1,0,0,0,0,0,0,0,0,0
"170","pyrG",0,1,0,0,0,0,0,0,0,0,0
"171","yebC",0,1,0,0,0,0,0,0,0,0,0
"172","ybgC",0,1,0,0,0,0,0,0,0,0,0
"173","pyrF",1,0,0,1,0,0,0,0,0,0,0
"174","rpsK",1,0,0,0,0,0.25,0.25,0,0.5,0,0
"175","gsk",0,1,0,0,0,0,0,0,0,0,0
"176","queA",0,1,0,0,0,0,0,0,0,0,0
"177","rpmD",1,0,0,0,0,0,1,0,0,0,0
"178","rplK",1,0,0,0,0,0,1,0,0,0,0
"179","rpsT",0,1,0,0,0,0,0,0,0,0,0
"180","entD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"181","ydcL",0,1,0,0,0,0,0,0,0,0,0
"182","rpsE",1,0,0,0,0,0,1,0,0,0,0
"183","prfB",0,1,0,0,0,0,0,0,0,0,0
"184","argA",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"185","rpsF",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"186","yadC",0,1,0,0,0,0,0,0,0,0,0
"187","lpxK",0,1,0,0,0,0,0,0,0,0,0
"188","proX",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"189","rplQ",1,0,0,0,0,0.25,0.25,0,0.5,0,0
"190","rpsH",0,1,0,0,0,0,0,0,0,0,0
"191","mipA",0,1,0,0,0,0,0,0,0,0,0
"192","serC",1,0,0,0,0,0,0,0,1,0,0
"193","fecR",1,0,0,0,0,0,0,0,1,0,0
"194","yhdZ",1,0,0,1,0,0,0,0,0,0,0
"195","thiL",1,0,0,1,0,0,0,0,0,0,0
"196","purM",1,0,0,0,0,0,0,0,1,0,0
"197","rplX",1,0,0,0,0,0,1,0,0,0,0
"198","aroM",1,0,0,0,0,0,0,0,1,0,0
"199","yhgF",0,1,0,0,0,0,0,0,0,0,0
"200","metG",0,1,0,0,0,0,0,0,0,0,0
"201","ilvH",1,0,0,0,0,0,0,0,1,0,0
"202","ycdZ",1,0,0,0,0,0,0,0,1,0,0
"203","rpmC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"204","yjfC",0,1,0,0,0,0,0,0,0,0,0
"205","rpsG",0,1,0,0,0,0,0,0,0,0,0
"206","cvpA",1,0,0,0,0,0,0,0,1,0,0
"207","cusC",1,0,0,1,0,0,0,0,0,0,0
"208","prmA",0,1,0,0,0,0,0,0,0,0,0
"209","rpsJ",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"210","atpB",1,0,0,1,0,0,0,0,0,0,0
"211","metK",1,0,0,0.2,0,0.2,0,0,0.6,0,0
"212","bipA",0,1,0,0,0,0,0,0,0,0,0
"213","atpI",1,0,0,1,0,0,0,0,0,0,0
"214","feoB",1,0,0,0.5,0,0.25,0,0,0.25,0,0
"215","ldrC",0,1,0,0,0,0,0,0,0,0,0
"216","ydiY",0,1,0,0,0,0,0,0,0,0,0
"217","rplB",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"218","rffG",0,1,0,0,0,0,0,0,0,0,0
"219","soxS",1,0,0,0.2,0,0.3,0.1,0,0.4,0,0
"220","adk",0,1,0,0,0,0,0,0,0,0,0
"221","yjjG",0,1,0,0,0,0,0,0,0,0,0
"222","yajR",0,1,0,0,0,0,0,0,0,0,0
"223","fhuC",1,0,0,0,0,0,0,0,1,0,0
"224","glpA",1,0,0,0.538461538461539,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0.230769230769231,0,0
"225","infA",0,1,0,0,0,0,0,0,0,0,0
"226","ycaO",0,1,0,0,0,0,0,0,0,0,0
"227","purR",1,0,0,0,0,0,0,0,1,0,0
"228","ascF",1,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.5,0,0
"229","wecC",0,1,0,0,0,0,0,0,0,0,0
"230","pheS",0,1,0,0,0,0,0,0,0,0,0
"231","rnb",0,1,0,0,0,0,0,0,0,0,0
"232","potB",0,1,0,0,0,0,0,0,0,0,0
"233","coaD",0,1,0,0,0,0,0,0,0,0,0
"234","rplI",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"235","rpsP",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"236","guaA",1,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5,0,0
"237","rpsM",1,0,0,0,0,0.25,0.25,0,0.5,0,0
"238","mrcA",0,1,0,0,0,0,0,0,0,0,0
"239","greA",1,0,0,1,0,0,0,0,0,0,0
"240","murA",0,1,0,0,0,0,0,0,0,0,0
"241","recG",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"242","secD",0,1,0,0,0,0,0,0,0,0,0
"243","fecD",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"244","rplC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"245","parE",0,1,0,0,0,0,0,0,0,0,0
"246","purL",1,0,0,0,0,0,0,0,1,0,0
"247","rplR",1,0,0,0,0,0,1,0,0,0,0
"248","ygiQ",0,1,0,0,0,0,0,0,0,0,0
"249","tolQ",0,1,0,0,0,0,0,0,0,0,0
"250","rpsC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"251","fhuB",1,0,0,0,0,0,0,0,1,0,0
"252","malM",1,0,0,1,0,0,0,0,0,0,0
"253","ybfE",0,1,0,0,0,0,0,0,0,0,0
"254","fecC",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"255","cysM",1,0,0,0.5,0,0,0,0,0.5,0,0
"256","rluC",0,1,0,0,0,0,0,0,0,0,0
"257","proB",0,1,0,0,0,0,0,0,0,0,0
"258","mhpB",1,0,0,1,0,0,0,0,0,0,0
"259","spoT",1,0,0,0,0,0.5,0,0,0.5,0,0
"260","rpsB",0,1,0,0,0,0,0,0,0,0,0
"261","narG",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0,0
"262","lnt",0,1,0,0,0,0,0,0,0,0,0
"263","fhuD",1,0,0,0,0,0,0,0,1,0,0
"264","rpiB",1,0,0,0.5,0,0,0,0,0.5,0,0
"265","yhdY",1,0,0,1,0,0,0,0,0,0,0
"266","ychH",1,0,0,1,0,0,0,0,0,0,0
"267","ydhL",0,1,0,0,0,0,0,0,0,0,0
"268","aroA",1,0,0,0,0,0,0,0,1,0,0
"269","fecI",1,0,0,0,0,0,0,0,1,0,0
"270","purF",1,0,0,0,0,0,0,0,1,0,0
"271","znuA",1,0,0,0.5,0,0.5,0,0,0,0,0
"272","mutY",0,1,0,0,0,0,0,0,0,0,0
"273","narH",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0,0
"274","suhB",0,1,0,0,0,0,0,0,0,0,0
"275","fecB",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"276","hcaE",1,0,0,1,0,0,0,0,0,0,0
"277","ygbE",0,1,0,0,0,0,0,0,0,0,0
"278","modA",1,0,0,1,0,0,0,0,0,0,0
"279","yfcJ",0,1,0,0,0,0,0,0,0,0,0
"280","mreC",1,0,0,0,0,0,0,0,1,0,0
"281","atpE",0,1,0,0,0,0,0,0,0,0,0
"282","fecE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"283","lysS",0,1,0,0,0,0,0,0,0,0,0
"284","purK",1,0,0,0,0,0,0,0,1,0,0
"285","lysA",1,0,0,0.5,0,0,0,0.5,0,0,0
"286","ynfD",0,1,0,0,0,0,0,0,0,0,0
"287","frmR",0,1,0,0,0,0,0,0,0,0,0
"288","mrdA",0,1,0,0,0,0,0,0,0,0,0
"289","cysD",1,0,0,1,0,0,0,0,0,0,0
"290","mltB",0,1,0,0,0,0,0,0,0,0,0
"291","fusA",1,0,0,0,0,0,0.5,0,0,0.5,0
"292","tig",0,1,0,0,0,0,0,0,0,0,0
"293","priB",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"294","iadA",0,1,0,0,0,0,0,0,0,0,0
"295","prfC",0,1,0,0,0,0,0,0,0,0,0
"296","metF",1,0,0,0,0,0,0,0,1,0,0
"297","thrA",1,0,0,0.4,0,0.2,0,0.2,0.2,0,0
"298","yeiR",0,1,0,0,0,0,0,0,0,0,0
"299","purB",1,0,0,0,0,0,0,0,1,0,0
"300","yeiB",1,0,0,0,0,0,0,0,1,0,0
"301","tsf",1,0,0,0,0,0,0,0,1,0,0
"302","recQ",1,0,0,0,0,0.5,0,0,0.5,0,0
"303","kdpA",1,0,0,0,0,0,0,0,1,0,0
"304","cobS",0,1,0,0,0,0,0,0,0,0,0
"305","yjeT",0,1,0,0,0,0,0,0,0,0,0
"306","rpsR",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"307","gutM",1,0,0,0.4,0,0,0,0,0.6,0,0
"308","ybaK",0,1,0,0,0,0,0,0,0,0,0
"309","ydiJ",0,1,0,0,0,0,0,0,0,0,0
"310","ycfZ",0,1,0,0,0,0,0,0,0,0,0
"311","ynjD",0,1,0,0,0,0,0,0,0,0,0
"312","yfhL",0,1,0,0,0,0,0,0,0,0,0
"313","narJ",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0,0
"314","mepA",0,1,0,0,0,0,0,0,0,0,0
"315","apt",0,1,0,0,0,0,0,0,0,0,0
"316","yieH",0,1,0,0,0,0,0,0,0,0,0
"317","cysN",1,0,0,1,0,0,0,0,0,0,0
"318","yqeB",0,1,0,0,0,0,0,0,0,0,0
"319","ndh",1,0,0.166666666666667,0,0,0,0.416666666666667,0,0.416666666666667,0,0
"320","iap",0,1,0,0,0,0,0,0,0,0,0
"321","yneE",0,1,0,0,0,0,0,0,0,0,0
"322","yehX",1,0,0,1,0,0,0,0,0,0,0
"323","rstA",0,1,0,0,0,0,0,0,0,0,0
"324","ybiX",0,1,0,0,0,0,0,0,0,0,0
"325","yhcN",0,1,0,0,0,0,0,0,0,0,0
"326","yehY",1,0,0,1,0,0,0,0,0,0,0
"327","yccF",0,1,0,0,0,0,0,0,0,0,0
"328","gpt",1,0,0,0,0,0,0,0,1,0,0
"329","cysU",1,0,0,0.5,0,0,0,0,0.5,0,0
"330","fepE",1,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0
"331","yeaW",0,1,0,0,0,0,0,0,0,0,0
"332","ynfM",0,1,0,0,0,0,0,0,0,0,0
"333","yidD",0,1,0,0,0,0,0,0,0,0,0
"334","eutG",0,1,0,0,0,0,0,0,0,0,0
"335","holD",0,1,0,0,0,0,0,0,0,0,0
"336","cysJ",1,0,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0
"337","ybgO",0,1,0,0,0,0,0,0,0,0,0
"338","yfcA",0,1,0,0,0,0,0,0,0,0,0
"339","abgT",0,1,0,0,0,0,0,0,0,0,0
"340","yaiW",1,0,0,0,0,0,0,1,0,0,0
"341","abgB",0,1,0,0,0,0,0,0,0,0,0
"342","ymdB",0,1,0,0,0,0,0,0,0,0,0
"343","yhfA",0,1,0,0,0,0,0,0,0,0,0
"344","ppsA",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0
"345","abgA",0,1,0,0,0,0,0,0,0,0,0
"346","ykgG",0,1,0,0,0,0,0,0,0,0,0
"347","ynjE",0,1,0,0,0,0,0,0,0,0,0
"348","uraA",1,0,0,1,0,0,0,0,0,0,0
"349","ygeV",0,1,0,0,0,0,0,0,0,0,0
"350","yadI",0,1,0,0,0,0,0,0,0,0,0
"351","mhpR",1,0,0,1,0,0,0,0,0,0,0
"352","rbsR",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"353","yjfN",0,1,0,0,0,0,0,0,0,0,0
"354","purN",1,0,0,0,0,0,0,0,1,0,0
"355","dhaK",1,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0
"356","udp",1,0,0,0,0,0,0,0,1,0,0
"357","dhaL",1,0,0,1,0,0,0,0,0,0,0
"358","rbsK",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"359","fruA",0,1,0,0,0,0,0,0,0,0,0
"360","astA",1,0,0,1,0,0,0,0,0,0,0
"361","astC",1,0,0,0.714285714285714,0,0,0,0,0.285714285714286,0,0
"362","yehS",0,1,0,0,0,0,0,0,0,0,0
"363","glgS",1,0,0,0,0,0,0,0.5,0.5,0,0
"364","ymdA",0,1,0,0,0,0,0,0,0,0,0
"365","ybaE",0,1,0,0,0,0,0,0,0,0,0
"366","ygfZ",0,1,0,0,0,0,0,0,0,0,0
"367","astD",1,0,0,1,0,0,0,0,0,0,0
"368","pflD",0,1,0,0,0,0,0,0,0,0,0
"369","ybgI",0,1,0,0,0,0,0,0,0,0,0
"370","fpr",1,0,0,1,0,0,0,0,0,0,0
"371","motA",0,1,0,0,0,0,0,0,0,0,0
"372","yqeC",0,1,0,0,0,0,0,0,0,0,0
"373","sdaA",1,0,0.5,0,0,0,0.5,0,0,0,0
"374","ispE",0,1,0,0,0,0,0,0,0,0,0
"375","ybeL",0,1,0,0,0,0,0,0,0,0,0
"376","ykgF",0,1,0,0,0,0,0,0,0,0,0
"377","ykgE",1,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0
"378","tolA",0,1,0,0,0,0,0,0,0,0,0
"379","yidF",0,1,0,0,0,0,0,0,0,0,0
"380","ybhQ",0,1,0,0,0,0,0,0,0,0,0
"381","yihX",0,1,0,0,0,0,0,0,0,0,0
"382","yaiZ",0,1,0,0,0,0,0,0,0,0,0
"383","yfdY",0,1,0,0,0,0,0,0,0,0,0
"384","yieK",0,1,0,0,0,0,0,0,0,0,0
"385","apaG",0,1,0,0,0,0,0,0,0,0,0
"386","fadA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"387","yajO",0,1,0,0,0,0,0,0,0,0,0
"388","ydhF",0,1,0,0,0,0,0,0,0,0,0
"389","mltA",0,1,0,0,0,0,0,0,0,0,0
"390","yhfZ",0,1,0,0,0,0,0,0,0,0,0
"391","pflC",0,1,0,0,0,0,0,0,0,0,0
"392","yahN",0,1,0,0,0,0,0,0,0,0,0
"393","yniA",0,1,0,0,0,0,0,0,0,0,0
"394","astB",1,0,0,1,0,0,0,0,0,0,0
"395","smpB",0,1,0,0,0,0,0,0,0,0,0
"396","rsd",1,0,0,0.375,0,0.375,0,0,0.25,0,0
"397","cheA",0,1,0,0,0,0,0,0,0,0,0
"398","rpmG",0,1,0,0,0,0,0,0,0,0,0
"399","yfbU",0,1,0,0,0,0,0,0,0,0,0
"400","cspI",0,1,0,0,0,0,0,0,0,0,0
"401","uspA",1,0,0,0.25,0,0,0,0.5,0.25,0,0
"402","bioH",0,1,0,0,0,0,0,0,0,0,0
"403","dhaM",1,0,0,1,0,0,0,0,0,0,0
"404","ygcN",0,1,0,0,0,0,0,0,0,0,0
"405","ydhQ",0,1,0,0,0,0,0,0,0,0,0
"406","dacC",1,0,0,0,0,0,0,0,1,0,0
"407","flgJ",1,0,0,1,0,0,0,0,0,0,0
"408","hdfR",0,1,0,0,0,0,0,0,0,0,0
"409","sfsA",1,0,0,1,0,0,0,0,0,0,0
"410","mrr",0,1,0,0,0,0,0,0,0,0,0
"411","yqeF",0,1,0,0,0,0,0,0,0,0,0
"412","ugpB",1,0,0,1,0,0,0,0,0,0,0
"413","yhjV",0,1,0,0,0,0,0,0,0,0,0
"414","malT",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"415","ynaE",0,1,0,0,0,0,0,0,0,0,0
"416","glgX",0,1,0,0,0,0,0,0,0,0,0
"417","panF",0,1,0,0,0,0,0,0,0,0,0
"418","sseA",0,1,0,0,0,0,0,0,0,0,0
"419","sbmA",1,0,0,0,0,0,0,1,0,0,0
"420","srmB",0,1,0,0,0,0,0,0,0,0,0
"421","hcaD",0,1,0,0,0,0,0,0,0,0,0
"422","yecA",0,1,0,0,0,0,0,0,0,0,0
"423","chaC",0,1,0,0,0,0,0,0,0,0,0
"424","yfaQ",0,1,0,0,0,0,0,0,0,0,0
