"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1"
"1321","mreB",1,0,0,0,0,0,0,0,1,0
"1322","yghW",0,1,0,0,0,0,0,0,0,0
"1323","atpG",0,1,0,0,0,0,0,0,0,0
"1324","ygbA",0,1,0,0,0,0,0,0,0,0
"1325","rnhB",0,1,0,0,0,0,0,0,0,0
"1326","waaC",1,0,0,1,0,0,0,0,0,0
"1327","infB",1,0,0,0.25,0.25,0,0,0,0.5,0
"1328","yceJ",1,0,0,1,0,0,0,0,0,0
"1329","yigL",0,1,0,0,0,0,0,0,0,0
"1330","frwC",0,1,0,0,0,0,0,0,0,0
"1331","dgoK",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1332","oppB",1,0,0.5,0,0,0,0.5,0,0,0
"1333","dgoA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1334","ybgS",0,1,0,0,0,0,0,0,0,0
"1335","hcaB",0,1,0,0,0,0,0,0,0,0
"1336","recX",1,0,0,0,0,0.5,0,0,0.5,0
"1337","nac",1,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0
"1338","metR",0,1,0,0,0,0,0,0,0,0
"1339","ygdQ",0,1,0,0,0,0,0,0,0,0
"1340","yigB",0,1,0,0,0,0,0,0,0,0
"1341","appY",1,0,0,0.4,0,0,0,0.2,0.4,0
"1342","bioF",0,1,0,0,0,0,0,0,0,0
"1343","mtr",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0
"1344","yaeF",0,1,0,0,0,0,0,0,0,0
"1345","slt",1,0,0,1,0,0,0,0,0,0
"1346","bcsC",0,1,0,0,0,0,0,0,0,0
"1347","yegS",0,1,0,0,0,0,0,0,0,0
"1348","yigZ",0,1,0,0,0,0,0,0,0,0
"1349","exuR",1,0,0.25,0,0,0,0,0,0.5,0.25
"1350","yicH",0,1,0,0,0,0,0,0,0,0
"1351","fxsA",0,1,0,0,0,0,0,0,0,0
"1352","yciU",0,1,0,0,0,0,0,0,0,0
"1353","acnA",1,0,0,0.470588235294118,0,0.117647058823529,0.0588235294117647,0.235294117647059,0.117647058823529,0
"1354","lexA",0,1,0,0,0,0,0,0,0,0
"1355","yfaS",0,1,0,0,0,0,0,0,0,0
"1356","yaaX",0,1,0,0,0,0,0,0,0,0
"1357","hslV",0,1,0,0,0,0,0,0,0,0
"1358","talA",1,0,0,1,0,0,0,0,0,0
"1359","galU",0,1,0,0,0,0,0,0,0,0
"1360","asnC",0,1,0,0,0,0,0,0,0,0
"1361","ynfB",1,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333
"1362","trpE",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1363","pfkB",0,1,0,0,0,0,0,0,0,0
"1364","fbp",0,1,0,0,0,0,0,0,0,0
"1365","bfr",0,1,0,0,0,0,0,0,0,0
"1366","ugpA",1,0,0,1,0,0,0,0,0,0
"1367","ascG",0,1,0,0,0,0,0,0,0,0
"1368","ybaY",0,1,0,0,0,0,0,0,0,0
"1369","sgcX",0,1,0,0,0,0,0,0,0,0
"1370","cadC",1,0,0,0.333333333333333,0,0,0.166666666666667,0,0.5,0
"1371","ydhK",0,1,0,0,0,0,0,0,0,0
"1372","yliI",0,1,0,0,0,0,0,0,0,0
"1373","yeaG",1,0,0,0.5,0,0,0,0.5,0,0
"1374","ybaQ",0,1,0,0,0,0,0,0,0,0
"1375","chaB",0,1,0,0,0,0,0,0,0,0
"1376","dcrB",0,1,0,0,0,0,0,0,0,0
"1377","sapF",0,1,0,0,0,0,0,0,0,0
"1378","ypfJ",0,1,0,0,0,0,0,0,0,0
"1379","pyrB",0,1,0,0,0,0,0,0,0,0
"1380","ycaN",0,1,0,0,0,0,0,0,0,0
"1381","yggE",0,1,0,0,0,0,0,0,0,0
"1382","yjjV",0,1,0,0,0,0,0,0,0,0
"1383","yohC",0,1,0,0,0,0,0,0,0,0
"1384","yqaE",1,0,0,0,1,0,0,0,0,0
"1385","yaeR",0,1,0,0,0,0,0,0,0,0
"1386","ygdI",0,1,0,0,0,0,0,0,0,0
"1387","yjbJ",0,1,0,0,0,0,0,0,0,0
"1388","ssuC",1,0,0,0.5,0,0,0,0,0.25,0.25
"1389","ssuD",1,0,0,0.5,0,0,0,0,0.25,0.25
"1390","ssuA",1,0,0,0.5,0,0,0,0,0.25,0.25
"1391","narK",1,0,0,0.416666666666667,0.0833333333333333,0,0,0.25,0.25,0
"1392","pstS",1,0,0,0.666666666666667,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0
"1393","ssuE",1,0,0,0.4,0.2,0,0,0,0.2,0.2
"1394","degP",1,0,0,0,0,0,0,1,0,0
"1395","ydeM",1,0,0,0,0,0,0,0,1,0
"1396","metB",1,0,0,0,0,0,0,0,1,0
"1397","mazG",1,0,0,0,0,0,0.5,0,0.5,0
"1398","yfiR",1,0,0,0,0,0,0.5,0,0.5,0
"1399","pstC",1,0,0,0.666666666666667,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0
"1400","rpmI",1,0,0,0,0,0.2,0.4,0,0.4,0
"1401","nuoM",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1402","pbpG",0,1,0,0,0,0,0,0,0,0
"1403","metN",1,0,0,0,0,0,0,0,1,0
"1404","ygjK",0,1,0,0,0,0,0,0,0,0
"1405","ompT",1,0,0,0,0,0.5,0,0,0.5,0
"1406","nuoJ",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1407","cysI",1,0,0,0.5,0,0,0,0.5,0,0
"1408","holE",0,1,0,0,0,0,0,0,0,0
"1409","dppC",1,0,0,0.142857142857143,0,0,0,0.285714285714286,0.571428571428571,0
"1410","dmsC",1,0,0.25,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0.25,0.166666666666667
"1411","dppF",1,0,0,0.142857142857143,0,0,0,0.285714285714286,0.571428571428571,0
"1412","yhhQ",0,1,0,0,0,0,0,0,0,0
"1413","thiG",0,1,0,0,0,0,0,0,0,0
"1414","thiF",0,1,0,0,0,0,0,0,0,0
"1415","thiH",0,1,0,0,0,0,0,0,0,0
"1416","thiE",0,1,0,0,0,0,0,0,0,0
"1417","cpxP",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1418","thiC",0,1,0,0,0,0,0,0,0,0
"1419","thiS",0,1,0,0,0,0,0,0,0,0
"1420","sohB",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1421","rnt",0,1,0,0,0,0,0,0,0,0
"1422","glcD",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"1423","bioD",0,1,0,0,0,0,0,0,0,0
"1424","ybhB",0,1,0,0,0,0,0,0,0,0
"1425","yneJ",0,1,0,0,0,0,0,0,0,0
"1426","modB",1,0,0,1,0,0,0,0,0,0
"1427","mltD",0,1,0,0,0,0,0,0,0,0
"1428","ydiH",0,1,0,0,0,0,0,0,0,0
"1429","gnsB",0,1,0,0,0,0,0,0,0,0
"1430","ygaH",0,1,0,0,0,0,0,0,0,0
"1431","accC",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1432","ycaP",0,1,0,0,0,0,0,0,0,0
"1433","ycaD",0,1,0,0,0,0,0,0,0,0
"1434","glcE",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"1435","yegP",0,1,0,0,0,0,0,0,0,0
"1436","potH",1,0,0,1,0,0,0,0,0,0
"1437","ubiX",1,0,0,0,0,0,0,0,1,0
"1438","allB",0,1,0,0,0,0,0,0,0,0
"1439","bioB",0,1,0,0,0,0,0,0,0,0
"1440","osmB",1,0,0,1,0,0,0,0,0,0
"1441","kch",0,1,0,0,0,0,0,0,0,0
"1442","aceK",1,0,0,0.166666666666667,0,0,0,0.333333333333333,0.5,0
"1443","cspE",1,0,0,0.2,0,0,0.4,0,0.4,0
"1444","caiA",1,0,0,0.545454545454546,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0
"1445","yegZ",0,1,0,0,0,0,0,0,0,0
"1446","tadA",0,1,0,0,0,0,0,0,0,0
"1447","amiA",1,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0
"1448","carB",1,0,0,0.5,0,0,0,0,0.5,0
"1449","ampG",0,1,0,0,0,0,0,0,0,0
"1450","cysB",1,0,0,0,0,0,0,0,1,0
"1451","uxaB",1,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0
"1452","cysP",1,0,0,0.5,0,0,0,0,0.5,0
"1453","phoB",0,1,0,0,0,0,0,0,0,0
"1454","ykiA",0,1,0,0,0,0,0,0,0,0
"1455","pstA",1,0,0,0.8,0,0,0,0.2,0,0
"1456","yfeR",0,1,0,0,0,0,0,0,0,0
"1457","araH",1,0,0,0.8,0,0,0,0.2,0,0
"1458","asnA",1,0,0,0.285714285714286,0,0.428571428571429,0,0,0.285714285714286,0
"1459","yahK",0,1,0,0,0,0,0,0,0,0
"1460","ybiO",0,1,0,0,0,0,0,0,0,0
"1461","yohF",0,1,0,0,0,0,0,0,0,0
"1462","ydeI",0,1,0,0,0,0,0,0,0,0
"1463","pphA",1,0,0,1,0,0,0,0,0,0
"1464","gcl",0,1,0,0,0,0,0,0,0,0
"1465","yghA",0,1,0,0,0,0,0,0,0,0
"1466","ydfE",0,1,0,0,0,0,0,0,0,0
"1467","ldcC",0,1,0,0,0,0,0,0,0,0
"1468","ydeJ",1,0,0,1,0,0,0,0,0,0
"1469","yrbL",1,0,0,1,0,0,0,0,0,0
"1470","dsdX",1,0,0,1,0,0,0,0,0,0
"1471","asnB",1,0,0,0,0,1,0,0,0,0
"1472","ssnA",1,0,0,1,0,0,0,0,0,0
"1473","yciF",0,1,0,0,0,0,0,0,0,0
"1474","dppD",1,0,0,0.142857142857143,0,0,0,0.285714285714286,0.571428571428571,0
"1475","srlD",1,0,0,0.5,0,0.1,0,0,0.4,0
"1476","bglB",1,0,0.0555555555555556,0.388888888888889,0,0.5,0.0555555555555556,0,0,0
"1477","ygiV",0,1,0,0,0,0,0,0,0,0
"1478","yciE",1,0,0,0.5,0,0,0,0,0.5,0
"1479","yhjD",0,1,0,0,0,0,0,0,0,0
"1480","ybhP",0,1,0,0,0,0,0,0,0,0
"1481","yncG",0,1,0,0,0,0,0,0,0,0
"1482","ybcM",0,1,0,0,0,0,0,0,0,0
"1483","yqjK",0,1,0,0,0,0,0,0,0,0
"1484","gntP",1,0,0,0.2,0,0,0,0,0.8,0
"1485","artJ",1,0,0,0,0,0,0,0,1,0
"1486","yqcA",0,1,0,0,0,0,0,0,0,0
"1487","yibJ",0,1,0,0,0,0,0,0,0,0
"1488","frmB",0,1,0,0,0,0,0,0,0,0
"1489","uxuA",1,0,0,0.111111111111111,0.111111111111111,0,0.222222222222222,0,0.555555555555556,0
"1490","dinJ",1,0,0,0,0,0.285714285714286,0.285714285714286,0,0.428571428571429,0
"1491","argD",1,0,0,0,0,0,0,0,1,0
"1492","lpxC",1,0,0,0,0,0.2,0.2,0,0.6,0
"1493","ydjF",0,1,0,0,0,0,0,0,0,0
"1494","spy",1,0,0,1,0,0,0,0,0,0
"1495","relA",1,0,0,0.5,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0
"1496","dksA",1,0,0,1,0,0,0,0,0,0
"1497","hisJ",1,0,0,0.8,0,0,0,0,0.2,0
"1498","uidA",1,0,0,0,0,0,0,0,1,0
"1499","ompA",1,0,0,1,0,0,0,0,0,0
"1500","ydgC",0,1,0,0,0,0,0,0,0,0
"1501","pcm",0,1,0,0,0,0,0,0,0,0
"1502","ymgD",0,1,0,0,0,0,0,0,0,0
"1503","hcp",1,0,0,0,0,0,0,1,0,0
"1504","argR",1,0,0,1,0,0,0,0,0,0
"1505","ychN",0,1,0,0,0,0,0,0,0,0
"1506","ytfE",1,0,0,0,0,1,0,0,0,0
"1507","caiF",1,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0
"1508","idi",0,1,0,0,0,0,0,0,0,0
"1509","narQ",0,1,0,0,0,0,0,0,0,0
"1510","yibA",0,1,0,0,0,0,0,0,0,0
"1511","narY",0,1,0,0,0,0,0,0,0,0
"1512","yagU",1,0,0,0.5,0,0,0,0.5,0,0
"1513","yahB",0,1,0,0,0,0,0,0,0,0
"1514","mtlA",1,0,0,0.25,0,0.25,0,0,0.25,0.25
"1515","dsbB",0,1,0,0,0,0,0,0,0,0
"1516","ygjR",0,1,0,0,0,0,0,0,0,0
"1517","yfjD",0,1,0,0,0,0,0,0,0,0
"1518","dgkA",0,1,0,0,0,0,0,0,0,0
"1519","grxA",0,1,0,0,0,0,0,0,0,0
"1520","ybjQ",0,1,0,0,0,0,0,0,0,0
"1521","dctA",1,0,0,0.75,0,0,0,0,0.25,0
"1522","soxR",1,0,0,0,0,0,0.25,0,0.75,0
"1523","hha",1,0,0,0.5,0,0,0,0,0.5,0
"1524","murG",1,0,0,0,0,0.2,0.2,0,0.6,0
"1525","ftsX",0,1,0,0,0,0,0,0,0,0
"1526","glyS",0,1,0,0,0,0,0,0,0,0
"1527","yddM",0,1,0,0,0,0,0,0,0,0
"1528","def",0,1,0,0,0,0,0,0,0,0
"1529","ydcH",0,1,0,0,0,0,0,0,0,0
"1530","deoD",1,0,0,0.5,0,0,0,0,0.5,0
"1531","yhfG",0,1,0,0,0,0,0,0,0,0
"1532","xylA",1,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0
"1533","nanT",1,0,0,0.2,0.2,0.2,0,0,0.4,0
"1534","sbp",0,1,0,0,0,0,0,0,0,0
"1535","ytfH",0,1,0,0,0,0,0,0,0,0
"1536","sixA",1,0,0,1,0,0,0,0,0,0
"1537","yeiQ",0,1,0,0,0,0,0,0,0,0
"1538","mgtA",0,1,0,0,0,0,0,0,0,0
"1539","mglA",1,0,0,0.142857142857143,0,0.0714285714285714,0.142857142857143,0.0714285714285714,0.571428571428571,0
"1540","glcB",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"1541","ugpQ",1,0,0,1,0,0,0,0,0,0
"1542","aceA",1,0,0,0.166666666666667,0,0,0,0.333333333333333,0.5,0
"1543","ydcT",1,0,0,0,1,0,0,0,0,0
"1544","rpoN",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1545","arcB",0,1,0,0,0,0,0,0,0,0
"1546","dppB",1,0,0,0.25,0,0,0,0.25,0.5,0
"1547","aceB",1,0,0,0.222222222222222,0,0.111111111111111,0,0.222222222222222,0.444444444444444,0
"1548","malG",1,0,0,0.7,0,0,0,0.2,0.1,0
"1549","ugd",0,1,0,0,0,0,0,0,0,0
"1550","ygiB",1,0,0,0.5,0,0,0,0.5,0,0
"1551","dnaX",0,1,0,0,0,0,0,0,0,0
"1552","ftsI",1,0,0,0,0,0.2,0.2,0,0.6,0
"1553","ilvB",1,0,0,0.5,0,0,0,0,0.5,0
"1554","iscS",1,0,0,0,0,0,0,0,1,0
"1555","dppA",1,0,0,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.454545454545455,0
"1556","glgP",1,0,0,0.4,0,0,0,0.2,0.4,0
"1557","yfbV",0,1,0,0,0,0,0,0,0,0
"1558","yfeY",0,1,0,0,0,0,0,0,0,0
"1559","ygiN",0,1,0,0,0,0,0,0,0,0
"1560","yibH",0,1,0,0,0,0,0,0,0,0
"1561","trxB",1,0,0.5,0,0,0,0.5,0,0,0
"1562","ypdC",0,1,0,0,0,0,0,0,0,0
"1563","araG",1,0,0,0.8,0,0,0,0.2,0,0
"1564","nanA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1565","yggN",0,1,0,0,0,0,0,0,0,0
"1566","rpoE",1,0,0,0.391304347826087,0.0869565217391304,0,0.0869565217391304,0.0869565217391304,0.347826086956522,0
"1567","htpG",1,0,0,0.5,0,0,0,0,0.5,0
"1568","yciW",1,0,0,1,0,0,0,0,0,0
"1569","csiE",1,0,0,0.75,0,0,0,0.25,0,0
"1570","yeeY",0,1,0,0,0,0,0,0,0,0
"1571","nagE",1,0,0,0,0,0,0,0,1,0
"1572","yfcH",0,1,0,0,0,0,0,0,0,0
"1573","rob",1,0,1,0,0,0,0,0,0,0
"1574","pflA",0,1,0,0,0,0,0,0,0,0
"1575","yaiO",0,1,0,0,0,0,0,0,0,0
"1576","yeeZ",0,1,0,0,0,0,0,0,0,0
"1577","gltS",0,1,0,0,0,0,0,0,0,0
"1578","nlpC",0,1,0,0,0,0,0,0,0,0
"1579","ytfB",0,1,0,0,0,0,0,0,0,0
"1580","xylB",1,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0
"1581","fic",0,1,0,0,0,0,0,0,0,0
"1582","ybhL",1,0,0,0,0,0,0,0,1,0
"1583","hns",1,0,0,0.666666666666667,0,0,0,0.166666666666667,0.166666666666667,0
"1584","fumA",1,0,0,0.333333333333333,0,0,0.166666666666667,0,0.5,0
"1585","yihI",0,1,0,0,0,0,0,0,0,0
"1586","rhaD",1,0,0,1,0,0,0,0,0,0
"1587","yhjB",0,1,0,0,0,0,0,0,0,0
"1588","tatE",0,1,0,0,0,0,0,0,0,0
"1589","ybiI",0,1,0,0,0,0,0,0,0,0
"1590","yniB",0,1,0,0,0,0,0,0,0,0
"1591","ydgD",0,1,0,0,0,0,0,0,0,0
"1592","yqiB",0,1,0,0,0,0,0,0,0,0
"1593","mtlD",1,0,0,0.25,0,0.25,0,0,0.25,0.25
"1594","ubiF",0,1,0,0,0,0,0,0,0,0
"1595","hycI",1,0,0,0.428571428571429,0,0.285714285714286,0,0.285714285714286,0,0
"1596","folA",1,0,0,0.5,0,0,0,0.5,0,0
"1597","folX",0,1,0,0,0,0,0,0,0,0
"1598","psiF",1,0,0,1,0,0,0,0,0,0
"1599","yhhT",0,1,0,0,0,0,0,0,0,0
"1600","ybdK",0,1,0,0,0,0,0,0,0,0
"1601","kdpE",0,1,0,0,0,0,0,0,0,0
"1602","rhsA",0,1,0,0,0,0,0,0,0,0
"1603","fabB",1,0,0,1,0,0,0,0,0,0
"1604","fur",1,0,0,0.8,0,0,0,0,0.2,0
"1605","ycgN",0,1,0,0,0,0,0,0,0,0
"1606","yiiM",0,1,0,0,0,0,0,0,0,0
"1607","leuL",1,0,0,0.6,0,0,0,0.4,0,0
"1608","ydiO",0,1,0,0,0,0,0,0,0,0
"1609","cpdA",0,1,0,0,0,0,0,0,0,0
"1610","yiiR",0,1,0,0,0,0,0,0,0,0
"1611","ivbL",1,0,0,0.5,0,0,0,0,0.5,0
"1612","yeeO",0,1,0,0,0,0,0,0,0,0
"1613","ygbK",1,0,0,1,0,0,0,0,0,0
"1614","ybeZ",0,1,0,0,0,0,0,0,0,0
"1615","ribC",0,1,0,0,0,0,0,0,0,0
"1616","ribB",0,1,0,0,0,0,0,0,0,0
"1617","ytfQ",0,1,0,0,0,0,0,0,0,0
"1618","araB",1,0,0,1,0,0,0,0,0,0
"1619","yghB",0,1,0,0,0,0,0,0,0,0
"1620","yifL",0,1,0,0,0,0,0,0,0,0
"1621","garK",1,0,0,0.25,0,0.25,0,0,0.5,0
"1622","yqgA",0,1,0,0,0,0,0,0,0,0
"1623","map",1,0,0,0.5,0,0,0,0.5,0,0
"1624","yfgI",0,1,0,0,0,0,0,0,0,0
"1625","ftsL",1,0,0,0,0,0.2,0.2,0,0.6,0
"1626","rbsA",1,0,0,0.2,0,0,0.2,0,0.6,0
"1627","yejA",0,1,0,0,0,0,0,0,0,0
"1628","fnr",1,0,0,0.2,0,0,0,0.4,0.4,0
"1629","talB",0,1,0,0,0,0,0,0,0,0
"1630","ubiA",1,0,0.142857142857143,0.0714285714285714,0,0.0714285714285714,0.357142857142857,0,0.357142857142857,0
"1631","ydcA",0,1,0,0,0,0,0,0,0,0
"1632","ydcK",0,1,0,0,0,0,0,0,0,0
"1633","lldR",1,0,0,0,0,0,0,0,1,0
"1634","lrhA",0,1,0,0,0,0,0,0,0,0
"1635","rhsB",0,1,0,0,0,0,0,0,0,0
"1636","thrL",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"1637","treF",0,1,0,0,0,0,0,0,0,0
"1638","yjgA",0,1,0,0,0,0,0,0,0,0
"1639","yfhM",0,1,0,0,0,0,0,0,0,0
"1640","mioC",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0
"1641","rpmE",0,1,0,0,0,0,0,0,0,0
"1642","lpp",0,1,0,0,0,0,0,0,0,0
"1643","araC",1,0,0,0.5,0,0,0,0,0.5,0
"1644","ubiG",1,0,0,1,0,0,0,0,0,0
"1645","yiaF",0,1,0,0,0,0,0,0,0,0
"1646","slyA",0,1,0,0,0,0,0,0,0,0
"1647","yfdE",1,0,0,0.5,0,0.5,0,0,0,0
"1648","rseA",1,0,0,0.571428571428572,0.0571428571428571,0.0857142857142857,0.0571428571428571,0.0857142857142857,0.142857142857143,0
"1649","ycgI",0,1,0,0,0,0,0,0,0,0
"1650","galR",1,0,0,0,0,0,0,0,1,0
"1651","glcF",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"1652","ycbJ",0,1,0,0,0,0,0,0,0,0
"1653","ytfR",0,1,0,0,0,0,0,0,0,0
"1654","gor",1,0,0,1,0,0,0,0,0,0
"1655","ygjH",0,1,0,0,0,0,0,0,0,0
"1656","clpP",1,0,0,1,0,0,0,0,0,0
"1657","yeaY",0,1,0,0,0,0,0,0,0,0
"1658","yoaC",0,1,0,0,0,0,0,0,0,0
"1659","yibI",0,1,0,0,0,0,0,0,0,0
"1660","nagB",1,0,0,0,0,0,0,0,1,0
"1661","yjgM",0,1,0,0,0,0,0,0,0,0
"1662","yafQ",1,0,0,0,0,0.285714285714286,0.285714285714286,0,0.428571428571429,0
"1663","rna",0,1,0,0,0,0,0,0,0,0
"1664","yebE",1,0,0,1,0,0,0,0,0,0
"1665","cmtA",0,1,0,0,0,0,0,0,0,0
"1666","yjiJ",0,1,0,0,0,0,0,0,0,0
"1667","clpX",1,0,0,1,0,0,0,0,0,0
"1668","lldP",1,0,0,0,0,0,0,0,1,0
"1669","kdpD",0,1,0,0,0,0,0,0,0,0
"1670","ycaL",0,1,0,0,0,0,0,0,0,0
"1671","helD",0,1,0,0,0,0,0,0,0,0
"1672","yaiT",0,1,0,0,0,0,0,0,0,0
"1673","rtcB",1,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0
"1674","srlA",1,0,0,0.416666666666667,0.0833333333333333,0.0833333333333333,0,0,0.416666666666667,0
"1675","setA",1,0,0,0.833333333333333,0,0,0,0.166666666666667,0,0
"1676","uidC",1,0,0,0,0,0,0,0,1,0
"1677","psd",1,0,0,0,0,1,0,0,0,0
"1678","uidB",1,0,0,0,0,0,0,0,1,0
"1679","yqhC",0,1,0,0,0,0,0,0,0,0
"1680","yraJ",0,1,0,0,0,0,0,0,0,0
"1681","hemL",0,1,0,0,0,0,0,0,0,0
"1682","yecH",0,1,0,0,0,0,0,0,0,0
"1683","eutB",0,1,0,0,0,0,0,0,0,0
"1684","ycaI",0,1,0,0,0,0,0,0,0,0
"1685","eutC",0,1,0,0,0,0,0,0,0,0
"1686","yphA",0,1,0,0,0,0,0,0,0,0
"1687","ybdD",0,1,0,0,0,0,0,0,0,0
"1688","lacA",1,0,0,0,0,0,0,0,1,0
"1689","ygfB",0,1,0,0,0,0,0,0,0,0
"1690","araA",1,0,0,1,0,0,0,0,0,0
"1691","tam",1,0,0,0,0,0,0,0.5,0.5,0
"1692","ydcY",0,1,0,0,0,0,0,0,0,0
"1693","rbsC",1,0,0,0.2,0,0,0.2,0,0.6,0
"1694","ispZ",0,1,0,0,0,0,0,0,0,0
"1695","yihS",1,0,0,0,0,0,0,0,1,0
"1696","yidQ",1,0,0,0,0,0,0,1,0,0
"1697","yajD",0,1,0,0,0,0,0,0,0,0
"1698","ada",1,0,0,1,0,0,0,0,0,0
"1699","uxaA",1,0,0,0.5,0.25,0,0,0,0.25,0
"1700","greB",0,1,0,0,0,0,0,0,0,0
"1701","yafC",0,1,0,0,0,0,0,0,0,0
"1702","ptsN",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1703","ilvL",1,0,0,0,0,0,0,0,1,0
"1704","phoR",1,0,0,0.5,0,0.5,0,0,0,0
"1705","rbn",1,0,0,1,0,0,0,0,0,0
"1706","ugpE",1,0,0,1,0,0,0,0,0,0
"1707","yqfA",0,1,0,0,0,0,0,0,0,0
"1708","uvrA",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"1709","fdoG",0,1,0,0,0,0,0,0,0,0
"1710","pgpA",1,0,0,1,0,0,0,0,0,0
"1711","katG",1,0,0,0.4,0.3,0,0,0.1,0.2,0
"1712","rbsD",1,0,0,0.2,0,0,0.2,0,0.6,0
"1713","yabI",0,1,0,0,0,0,0,0,0,0
"1714","argG",1,0,0,0.5,0,0,0,0,0.5,0
"1715","htpX",1,0,0,0,0,0,1,0,0,0
"1716","acpP",1,0,0,1,0,0,0,0,0,0
"1717","frr",0,1,0,0,0,0,0,0,0,0
"1718","hupA",1,0,0,0,0,0,0,1,0,0
"1719","crp",1,0,0,0,0,0,0,0,1,0
"1720","fldB",1,0,0,1,0,0,0,0,0,0
"1721","feaR",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1722","ribA",1,0,0,1,0,0,0,0,0,0
"1723","fucU",1,0,0,1,0,0,0,0,0,0
"1724","uxaC",1,0,0,0.4,0.4,0,0,0,0.2,0
"1725","intB",0,1,0,0,0,0,0,0,0,0
"1726","ydcS",0,1,0,0,0,0,0,0,0,0
"1727","rpoH",1,0,0,0.65,0,0,0,0.25,0.1,0
"1728","glk",1,0,0,1,0,0,0,0,0,0
"1729","slyD",0,1,0,0,0,0,0,0,0,0
"1730","yhhW",0,1,0,0,0,0,0,0,0,0
"1731","garP",1,0,0,0.25,0,0.25,0,0,0.5,0
"1732","pal",0,1,0,0,0,0,0,0,0,0
"1733","norV",1,0,0,0,0,0,1,0,0,0
"1734","yfeS",0,1,0,0,0,0,0,0,0,0
"1735","csrA",1,0,0,0.75,0,0,0,0.25,0,0
"1736","hfq",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1737","frmA",0,1,0,0,0,0,0,0,0,0
"1738","marR",1,0,0,0.555555555555556,0,0.166666666666667,0,0.166666666666667,0.0555555555555556,0.0555555555555556
"1739","marA",1,0,0,0.210526315789474,0,0.0526315789473684,0.105263157894737,0.105263157894737,0.473684210526316,0.0526315789473684
"1740","marB",1,0,0,0.357142857142857,0,0.142857142857143,0.0714285714285714,0.107142857142857,0.285714285714286,0.0357142857142857
"1741","rprA",0,1,0,0,0,0,0,0,0,0
"1742","rpoS",1,0,0.111111111111111,0.277777777777778,0,0.111111111111111,0,0.0555555555555556,0.333333333333333,0.111111111111111
"1743","phoP",0,1,0,0,0,0,0,0,0,0
"1744","phoU",1,0,0,0.8,0,0,0,0.2,0,0
"1745","pstB",1,0,0,0.8,0,0,0,0.2,0,0
"1746","rclB",0,1,0,0,0,0,0,0,0,0
"1747","tsuA",0,1,0,0,0,0,0,0,0,0
"1748","tsuB",0,1,0,0,0,0,0,0,0,0
"1749","hiuH",1,0,0,1,0,0,0,0,0,0
"1750","msrP",1,0,0,1,0,0,0,0,0,0
"1751","msrQ",1,0,0,1,0,0,0,0,0,0
"1752","yjgH",0,1,0,0,0,0,0,0,0,0
"1753","bdcA",0,1,0,0,0,0,0,0,0,0
