"","Coherent","Incoherent","No_loop","Loop"
"296",1,0,0,1
"297",0,0,1,0
"298",0.319148936170213,0.680851063829787,0,1
"299",0.397435897435898,0.602564102564102,0,1
"300",0,0,1,0
"301",0.444444444444445,0.555555555555556,0,1
"302",0,0,1,0
"303",0.721153846153846,0.278846153846154,0,1
"304",0.276595744680851,0.723404255319149,0,1
"305",0,0,1,0
"306",0,0,1,0
"307",1,0,0,1
"308",0,0,1,0
"309",0,0,1,0
"310",0,0,1,0
"311",0,0,1,0
"312",1,0,0,1
"313",0,0,1,0
"314",0.657894736842105,0.342105263157895,0,1
"315",0,0,1,0
"316",0.644444444444444,0.355555555555555,0,1
"317",0,0,1,0
"318",0,0,1,0
"319",0,0,1,0
"320",0,0,1,0
"321",1,0,0,1
"322",0,0,1,0
"323",0,0,1,0
"324",0,1,0,1
"325",1,0,0,1
"326",0.0833333333333333,0.916666666666667,0,1
"327",0,0,1,0
"328",1,0,0,1
"329",0.451612903225806,0.548387096774193,0,1
"330",0,0,1,0
"331",1,0,0,1
"332",1,0,0,1
"333",0,0,1,0
"334",0,0,1,0
"335",0,0,1,0
"336",0,0,1,0
"337",0,0,1,0
"338",1,0,0,1
"339",0,0,1,0
"340",0.305084745762712,0.694915254237288,0,1
"341",0,0,1,0
"342",0,0,1,0
"343",0,0,1,0
"344",0,0,1,0
"345",0.103448275862069,0.896551724137931,0,1
"346",0.551724137931035,0.448275862068966,0,1
"347",0,0,1,0
"348",0,0,1,0
"349",0,0,1,0
"350",0.5,0.5,0,1
"351",0,0,1,0
"352",1,0,0,1
"353",0.291666666666667,0.708333333333333,0,1
