"","V1","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"401","mgsA",0,1,0,0,0,0,0,0,0,0,0
"402","csrD",0,1,0,0,0,0,0,0,0,0,0
"403","pykA",1,0,0,1,0,0,0,0,0,0,0
"404","yaeP",0,1,0,0,0,0,0,0,0,0,0
"405","trmA",0,1,0,0,0,0,0,0,0,0,0
"406","pepD",1,0,0,0,0,0,0,0,1,0,0
"407","yciH",1,0,0,1,0,0,0,0,0,0,0
"408","yhdH",0,1,0,0,0,0,0,0,0,0,0
"409","ppsR",0,1,0,0,0,0,0,0,0,0,0
"410","rutE",1,0,0,1,0,0,0,0,0,0,0
"411","moeA",1,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0
"412","cysE",0,1,0,0,0,0,0,0,0,0,0
"413","sanA",0,1,0,0,0,0,0,0,0,0,0
"414","ydiP",0,1,0,0,0,0,0,0,0,0,0
"415","maoP",0,1,0,0,0,0,0,0,0,0,0
"416","yhfK",0,1,0,0,0,0,0,0,0,0,0
"417","yibQ",0,1,0,0,0,0,0,0,0,0,0
"418","ccmF",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"419","recC",1,0,0,1,0,0,0,0,0,0,0
"420","gsiC",0,1,0,0,0,0,0,0,0,0,0
"421","yfeD",0,1,0,0,0,0,0,0,0,0,0
"422","gltL",1,0,0,1,0,0,0,0,0,0,0
"423","aroF",1,0,0,0.5,0,0,0,0,0.5,0,0
"424","yebY",0,1,0,0,0,0,0,0,0,0,0
